Rank,Rider,Rank.1,Rider No.,Team,Times,Gap,B,P,year,edition
112,JONATHAN CASTROVIEJO,112,4,INEOS GRENADIERS,03h 46' 23'',-,-,-,2020.0,107.0
113,LUIS LEÓN SANCHEZ,113,147,ASTANA PRO TEAM,03h 46' 23'',-,-,-,2020.0,107.0
114,BENOIT COSNEFROY,114,33,AG2R LA MONDIALE,03h 46' 23'',-,-,-,2020.0,107.0
115,RICHIE PORTE,115,101,TREK - SEGAFREDO,03h 46' 23'',-,-,-,2020.0,107.0
116,ADAM YATES,116,161,MITCHELTON - SCOTT,03h 46' 23'',-,-,-,2020.0,107.0
117,DARYL IMPEY,117,165,MITCHELTON - SCOTT,03h 46' 23'',-,-,-,2020.0,107.0
118,DANIEL MARTIN,118,171,ISRAEL START-UP NATION,03h 46' 23'',-,-,-,2020.0,107.0
119,LENNARD KÄMNA,119,24,BORA - HANSGROHE,03h 46' 23'',-,-,-,2020.0,107.0
120,DOMENICO POZZOVIVO,120,197,NTT PRO CYCLING TEAM,03h 46' 23'',-,-,-,2020.0,107.0
121,TOMS SKUJINS,121,106,TREK - SEGAFREDO,03h 46' 23'',-,-,-,2020.0,107.0
122,ALEJANDRO VALVERDE,122,91,MOVISTAR TEAM,03h 46' 23'',-,-,-,2020.0,107.0
123,DARIO CATALDO,123,92,MOVISTAR TEAM,03h 46' 23'',-,-,-,2020.0,107.0
124,FREDERIK FRISON,124,156,LOTTO SOUDAL,03h 46' 23'',-,-,-,2020.0,107.0
125,JESUS HERRADA,125,124,COFIDIS,03h 46' 23'',-,-,-,2020.0,107.0
126,ROMAIN SICARD,126,186,TOTAL DIRECT ENERGIE,03h 46' 23'',-,-,-,2020.0,107.0
127,ROMAN KREUZIGER,127,196,NTT PRO CYCLING TEAM,03h 46' 23'',-,-,-,2020.0,107.0
128,MIKEL LANDA,128,61,BAHRAIN - MCLAREN,03h 46' 23'',-,-,-,2020.0,107.0
129,OMAR FRAILE,129,142,ASTANA PRO TEAM,03h 46' 23'',-,-,-,2020.0,107.0
130,MIGUEL ANGEL LOPEZ,130,141,ASTANA PRO TEAM,03h 46' 23'',-,-,-,2020.0,107.0
131,ION IZAGUIRRE INSAUSTI,131,145,ASTANA PRO TEAM,03h 46' 23'',-,-,-,2020.0,107.0
132,HAROLD TEJADA,132,148,ASTANA PRO TEAM,03h 46' 23'',-,-,-,2020.0,107.0
133,LUKE ROWE,133,6,INEOS GRENADIERS,03h 50' 16'',+ 00h 03' 53'',-,-,2020.0,107.0
134,LUKAS PÖSTLBERGER,134,27,BORA - HANSGROHE,03h 46' 23'',-,-,-,2020.0,107.0
135,ANTHONY PEREZ,135,126,COFIDIS,03h 46' 23'',-,-,-,2020.0,107.0
136,DIEGO ROSA,136,86,TEAM ARKEA - SAMSIC,03h 46' 23'',-,-,-,2020.0,107.0
137,WARREN BARGUIL,137,83,TEAM ARKEA - SAMSIC,03h 46' 23'',-,-,-,2020.0,107.0
138,WINNER ANACONA,138,82,TEAM ARKEA - SAMSIC,03h 46' 23'',-,-,-,2020.0,107.0
139,BEN HERMANS,139,173,ISRAEL START-UP NATION,03h 50' 27'',+ 00h 04' 04'',-,-,2020.0,107.0
140,SAMUEL BEWLEY,140,163,MITCHELTON - SCOTT,03h 46' 23'',-,-,-,2020.0,107.0
141,STEFAN KÜNG,141,54,GROUPAMA - FDJ,03h 46' 23'',-,-,-,2020.0,107.0
142,MATTHIEU LADAGNOUS,142,55,GROUPAMA - FDJ,03h 46' 23'',-,-,-,2020.0,107.0
143,RUDY MOLARD,143,57,GROUPAMA - FDJ,03h 46' 23'',-,-,-,2020.0,107.0
144,THIBAUT PINOT,144,51,GROUPAMA - FDJ,03h 46' 23'',-,-,-,2020.0,107.0
145,SÉBASTIEN REICHENBACH,145,58,GROUPAMA - FDJ,03h 50' 38'',+ 00h 04' 15'',-,-,2020.0,107.0
146,VALENTIN MADOUAS,146,56,GROUPAMA - FDJ,03h 46' 23'',-,-,-,2020.0,107.0
147,MARC HIRSCHI,147,204,TEAM SUNWEB,03h 46' 23'',-,-,-,2020.0,107.0
148,MICHAEL SCHÄR,148,116,CCC TEAM,03h 46' 23'',-,-,-,2020.0,107.0
149,NIKLAS EG,149,102,TREK - SEGAFREDO,03h 46' 23'',-,-,-,2020.0,107.0
150,MATHIEU BURGAUDEAU,150,182,TOTAL DIRECT ENERGIE,03h 51' 14'',+ 00h 04' 51'',-,-,2020.0,107.0
151,LILIAN CALMEJANE,151,183,TOTAL DIRECT ENERGIE,03h 51' 14'',+ 00h 04' 51'',-,-,2020.0,107.0
152,WOUTER POELS,152,67,BAHRAIN - MCLAREN,03h 46' 23'',-,-,-,2020.0,107.0
153,CARLOS VERONA,153,98,MOVISTAR TEAM,03h 46' 23'',-,-,-,2020.0,107.0
154,GUY NIV,154,176,ISRAEL START-UP NATION,03h 51' 37'',+ 00h 05' 14'',-,-,2020.0,107.0
155,JOSÉ ROJAS,155,96,MOVISTAR TEAM,03h 46' 23'',-,-,-,2020.0,107.0
156,ANDRÉ GREIPEL,156,172,ISRAEL START-UP NATION,03h 46' 23'',-,-,-,2020.0,107.0
157,NILS POLITT,157,177,ISRAEL START-UP NATION,03h 46' 23'',-,-,-,2020.0,107.0
158,MARC SOLER,158,97,MOVISTAR TEAM,03h 46' 23'',-,-,-,2020.0,107.0
159,WILLIAM BONNET,159,52,GROUPAMA - FDJ,03h 46' 23'',-,-,-,2020.0,107.0
160,RÉMI CAVAGNA,160,44,DECEUNINCK - QUICK - STEP,03h 46' 23'',-,-,-,2020.0,107.0
161,PELLO BILBAO,161,62,BAHRAIN - MCLAREN,03h 46' 23'',-,-,-,2020.0,107.0
162,DAMIANO CARUSO,162,63,BAHRAIN - MCLAREN,03h 46' 23'',-,-,-,2020.0,107.0
163,SONNY COLBRELLI,163,64,BAHRAIN - MCLAREN,03h 46' 23'',-,-,-,2020.0,107.0
164,MATEJ MOHORIC,164,66,BAHRAIN - MCLAREN,03h 46' 23'',-,-,-,2020.0,107.0
165,DAVID GAUDU,165,53,GROUPAMA - FDJ,03h 46' 23'',-,-,-,2020.0,107.0
166,GEORGE BENNETT,166,12,TEAM JUMBO - VISMA,03h 46' 23'',-,-,-,2020.0,107.0
167,THOMAS DE GENDT,167,154,LOTTO SOUDAL,03h 57' 27'',+ 00h 11' 04'',-,-,2020.0,107.0
168,NICCOLÒ BONIFAZIO,168,181,TOTAL DIRECT ENERGIE,03h 57' 27'',+ 00h 11' 04'',-,-,2020.0,107.0
169,PHILIPPE GILBERT,169,157,LOTTO SOUDAL,03h 57' 27'',+ 00h 11' 04'',-,-,2020.0,107.0
170,JÉRÔME COUSIN,170,184,TOTAL DIRECT ENERGIE,03h 57' 27'',+ 00h 11' 04'',-,-,2020.0,107.0
171,NIKIAS ARNDT,171,202,TEAM SUNWEB,03h 57' 27'',+ 00h 11' 04'',-,-,2020.0,107.0
172,PAVEL SIVAKOV,172,7,INEOS GRENADIERS,03h 59' 27'',+ 00h 13' 04'',-,-,2020.0,107.0
173,STEFF CRAS,173,152,LOTTO SOUDAL,03h 59' 27'',+ 00h 13' 04'',-,-,2020.0,107.0
174,KÉVIN LEDANOIS,174,84,TEAM ARKEA - SAMSIC,03h 59' 27'',+ 00h 13' 04'',-,-,2020.0,107.0
175,RAFAEL VALLS FERRI,175,68,BAHRAIN - MCLAREN,03h 46' 23'',-,-,-,2020.0,107.0
1,JULIAN ALAPHILIPPE,1,41,DECEUNINCK - QUICK - STEP,04h 55' 27'',-,B : 15'',-,2020.0,107.0
2,MARC HIRSCHI,2,204,TEAM SUNWEB,04h 55' 27'',-,B : 8'',-,2020.0,107.0
3,ADAM YATES,3,161,MITCHELTON - SCOTT,04h 55' 28'',+ 00h 00' 01'',B : 12'',-,2020.0,107.0
4,GREG VAN AVERMAET,4,111,CCC TEAM,04h 55' 29'',+ 00h 00' 02'',-,-,2020.0,107.0
5,SERGIO ANDRES HIGUITA,5,74,EF PRO CYCLING,04h 55' 29'',+ 00h 00' 02'',-,-,2020.0,107.0
6,BAUKE MOLLEMA,6,104,TREK - SEGAFREDO,04h 55' 29'',+ 00h 00' 02'',-,-,2020.0,107.0
7,ALEXEY LUTSENKO,7,146,ASTANA PRO TEAM,04h 55' 29'',+ 00h 00' 02'',-,-,2020.0,107.0
8,TADEJ POGACAR,8,131,UAE TEAM EMIRATES,04h 55' 29'',+ 00h 00' 02'',-,-,2020.0,107.0
9,MAXIMILIAN SCHACHMANN,9,28,BORA - HANSGROHE,04h 55' 29'',+ 00h 00' 02'',-,-,2020.0,107.0
10,ALBERTO BETTIOL,10,72,EF PRO CYCLING,04h 55' 29'',+ 00h 00' 02'',-,-,2020.0,107.0
11,GUILLAUME MARTIN,11,121,COFIDIS,04h 55' 29'',+ 00h 00' 02'',-,-,2020.0,107.0
12,ESTEBAN CHAVES,12,164,MITCHELTON - SCOTT,04h 55' 29'',+ 00h 00' 02'',-,-,2020.0,107.0
13,DAMIANO CARUSO,13,63,BAHRAIN - MCLAREN,04h 55' 29'',+ 00h 00' 02'',-,-,2020.0,107.0
14,ALEJANDRO VALVERDE,14,91,MOVISTAR TEAM,04h 55' 29'',+ 00h 00' 02'',-,-,2020.0,107.0
15,PIERRE LATOUR,15,34,AG2R LA MONDIALE,04h 55' 29'',+ 00h 00' 02'',-,-,2020.0,107.0
16,MIGUEL ANGEL LOPEZ,16,141,ASTANA PRO TEAM,04h 55' 29'',+ 00h 00' 02'',-,-,2020.0,107.0
17,EGAN BERNAL,17,1,INEOS GRENADIERS,04h 55' 29'',+ 00h 00' 02'',-,-,2020.0,107.0
18,NAIRO QUINTANA,18,81,TEAM ARKEA - SAMSIC,04h 55' 29'',+ 00h 00' 02'',-,-,2020.0,107.0
19,JESUS HERRADA,19,124,COFIDIS,04h 55' 29'',+ 00h 00' 02'',-,-,2020.0,107.0
20,RICHARD CARAPAZ,20,3,INEOS GRENADIERS,04h 55' 29'',+ 00h 00' 02'',-,-,2020.0,107.0
21,PIERRE ROLLAND,21,218,B&B HOTELS - VITAL CONCEPT P / B KTM,04h 55' 29'',+ 00h 00' 02'',-,-,2020.0,107.0
22,TOM DUMOULIN,22,14,TEAM JUMBO - VISMA,04h 55' 29'',+ 00h 00' 02'',-,-,2020.0,107.0
23,KENNY ELISSONDE,23,103,TREK - SEGAFREDO,04h 55' 29'',+ 00h 00' 02'',-,-,2020.0,107.0
24,NICOLAS ROCHE,24,208,TEAM SUNWEB,04h 55' 29'',+ 00h 00' 02'',-,-,2020.0,107.0
25,ENRIC MAS,25,94,MOVISTAR TEAM,04h 55' 29'',+ 00h 00' 02'',-,-,2020.0,107.0
26,EMANUEL BUCHMANN,26,22,BORA - HANSGROHE,04h 55' 29'',+ 00h 00' 02'',-,-,2020.0,107.0
27,MIKEL LANDA,27,61,BAHRAIN - MCLAREN,04h 55' 29'',+ 00h 00' 02'',-,-,2020.0,107.0
28,PELLO BILBAO,28,62,BAHRAIN - MCLAREN,04h 55' 29'',+ 00h 00' 02'',-,-,2020.0,107.0
29,THIBAUT PINOT,29,51,GROUPAMA - FDJ,04h 55' 29'',+ 00h 00' 02'',-,-,2020.0,107.0
30,ROMAIN BARDET,30,31,AG2R LA MONDIALE,04h 55' 29'',+ 00h 00' 02'',-,-,2020.0,107.0
31,PRIMOŽ ROGLIC,31,11,TEAM JUMBO - VISMA,04h 55' 29'',+ 00h 00' 02'',-,-,2020.0,107.0
32,RIGOBERTO URAN,32,71,EF PRO CYCLING,04h 55' 29'',+ 00h 00' 02'',-,-,2020.0,107.0
33,DAVIDE FORMOLO,33,134,UAE TEAM EMIRATES,04h 55' 29'',+ 00h 00' 02'',-,-,2020.0,107.0
34,RICHIE PORTE,34,101,TREK - SEGAFREDO,04h 55' 29'',+ 00h 00' 02'',-,-,2020.0,107.0
35,SÉBASTIEN REICHENBACH,35,58,GROUPAMA - FDJ,04h 55' 29'',+ 00h 00' 02'',-,-,2020.0,107.0
36,LUIS LEÓN SANCHEZ,36,147,ASTANA PRO TEAM,04h 55' 29'',+ 00h 00' 02'',-,-,2020.0,107.0
37,GORKA IZAGUIRRE INSAUSTI,37,144,ASTANA PRO TEAM,04h 55' 46'',+ 00h 00' 19'',-,-,2020.0,107.0
38,MICHAL KWIATKOWSKI,38,5,INEOS GRENADIERS,04h 56' 31'',+ 00h 01' 04'',-,-,2020.0,107.0
39,MARC SOLER,39,97,MOVISTAR TEAM,04h 56' 39'',+ 00h 01' 12'',-,-,2020.0,107.0
40,DOMENICO POZZOVIVO,40,197,NTT PRO CYCLING TEAM,04h 56' 43'',+ 00h 01' 16'',-,-,2020.0,107.0
41,GEORGE BENNETT,41,12,TEAM JUMBO - VISMA,04h 56' 43'',+ 00h 01' 16'',-,-,2020.0,107.0
42,FABIO ARU,42,132,UAE TEAM EMIRATES,04h 57' 36'',+ 00h 02' 09'',-,-,2020.0,107.0
43,RUDY MOLARD,43,57,GROUPAMA - FDJ,04h 57' 36'',+ 00h 02' 09'',-,-,2020.0,107.0
44,VALENTIN MADOUAS,44,56,GROUPAMA - FDJ,04h 57' 36'',+ 00h 02' 09'',-,-,2020.0,107.0
45,SEPP KUSS,45,16,TEAM JUMBO - VISMA,04h 57' 36'',+ 00h 02' 09'',-,-,2020.0,107.0
46,WOUT VAN AERT,46,18,TEAM JUMBO - VISMA,04h 57' 36'',+ 00h 02' 09'',-,-,2020.0,107.0
47,HUGH JOHN CARTHY,47,73,EF PRO CYCLING,04h 59' 05'',+ 00h 03' 38'',-,-,2020.0,107.0
48,DANIEL FELIPE MARTINEZ,48,76,EF PRO CYCLING,04h 59' 05'',+ 00h 03' 38'',-,-,2020.0,107.0
49,ALEXIS VUILLERMOZ,49,38,AG2R LA MONDIALE,04h 59' 05'',+ 00h 03' 38'',-,-,2020.0,107.0
50,NICOLAS EDET,50,123,COFIDIS,04h 59' 52'',+ 00h 04' 25'',-,-,2020.0,107.0
51,HAROLD TEJADA,51,148,ASTANA PRO TEAM,04h 59' 52'',+ 00h 04' 25'',-,-,2020.0,107.0
52,ILNUR ZAKARIN,52,118,CCC TEAM,04h 59' 52'',+ 00h 04' 25'',-,-,2020.0,107.0
53,ROMAIN SICARD,53,186,TOTAL DIRECT ENERGIE,04h 59' 52'',+ 00h 04' 25'',-,-,2020.0,107.0
54,MIKEL NIEVE,54,168,MITCHELTON - SCOTT,04h 59' 52'',+ 00h 04' 25'',-,-,2020.0,107.0
55,ION IZAGUIRRE INSAUSTI,55,145,ASTANA PRO TEAM,04h 59' 52'',+ 00h 04' 25'',-,-,2020.0,107.0
56,WARREN BARGUIL,56,83,TEAM ARKEA - SAMSIC,04h 59' 52'',+ 00h 04' 25'',-,-,2020.0,107.0
57,JASPER STUYVEN,57,107,TREK - SEGAFREDO,05h 01' 02'',+ 00h 05' 35'',-,-,2020.0,107.0
58,KRISTS NEILANDS,58,175,ISRAEL START-UP NATION,05h 02' 29'',+ 00h 07' 02'',-,-,2020.0,107.0
59,JONATHAN CASTROVIEJO,59,4,INEOS GRENADIERS,05h 02' 29'',+ 00h 07' 02'',-,-,2020.0,107.0
60,BOB JUNGELS,60,47,DECEUNINCK - QUICK - STEP,05h 02' 29'',+ 00h 07' 02'',-,-,2020.0,107.0
61,MIKAEL CHEREL,61,32,AG2R LA MONDIALE,05h 02' 29'',+ 00h 07' 02'',-,-,2020.0,107.0
62,WINNER ANACONA,62,82,TEAM ARKEA - SAMSIC,05h 02' 29'',+ 00h 07' 02'',-,-,2020.0,107.0
63,NELSON OLIVEIRA,63,95,MOVISTAR TEAM,05h 04' 08'',+ 00h 08' 41'',-,-,2020.0,107.0
64,ROBERT GESINK,64,15,TEAM JUMBO - VISMA,05h 04' 08'',+ 00h 08' 41'',-,-,2020.0,107.0
65,NIKLAS EG,65,102,TREK - SEGAFREDO,05h 04' 08'',+ 00h 08' 41'',-,-,2020.0,107.0
66,DIEGO ROSA,66,86,TEAM ARKEA - SAMSIC,05h 05' 22'',+ 00h 09' 55'',-,-,2020.0,107.0
67,JAN POLANC,67,138,UAE TEAM EMIRATES,05h 05' 24'',+ 00h 09' 57'',-,-,2020.0,107.0
68,CYRIL GAUTIER,68,215,B&B HOTELS - VITAL CONCEPT P / B KTM,05h 05' 46'',+ 00h 10' 19'',-,-,2020.0,107.0
69,TOMS SKUJINS,69,106,TREK - SEGAFREDO,05h 05' 46'',+ 00h 10' 19'',-,-,2020.0,107.0
70,BEN HERMANS,70,173,ISRAEL START-UP NATION,05h 05' 46'',+ 00h 10' 19'',-,-,2020.0,107.0
71,LENNARD KÄMNA,71,24,BORA - HANSGROHE,05h 05' 46'',+ 00h 10' 19'',-,-,2020.0,107.0
72,FELIX GROSSSCHARTNER,72,23,BORA - HANSGROHE,05h 05' 46'',+ 00h 10' 19'',-,-,2020.0,107.0
73,GREGOR MÜHLBERGER,73,25,BORA - HANSGROHE,05h 05' 46'',+ 00h 10' 19'',-,-,2020.0,107.0
74,DARIO CATALDO,74,92,MOVISTAR TEAM,05h 05' 46'',+ 00h 10' 19'',-,-,2020.0,107.0
75,CLÉMENT VENTURINI,75,37,AG2R LA MONDIALE,05h 08' 10'',+ 00h 12' 43'',-,-,2020.0,107.0
76,CARLOS VERONA,76,98,MOVISTAR TEAM,05h 09' 19'',+ 00h 13' 52'',-,-,2020.0,107.0
77,NEILSON POWLESS,77,77,EF PRO CYCLING,05h 09' 19'',+ 00h 13' 52'',-,-,2020.0,107.0
78,SØREN KRAGH ANDERSEN,78,205,TEAM SUNWEB,05h 09' 19'',+ 00h 13' 52'',-,-,2020.0,107.0
79,DRIES DEVENYNS,79,46,DECEUNINCK - QUICK - STEP,05h 10' 00'',+ 00h 14' 33'',-,-,2020.0,107.0
80,KASPER ASGREEN,80,42,DECEUNINCK - QUICK - STEP,05h 13' 12'',+ 00h 17' 45'',-,-,2020.0,107.0
81,OLIVER NAESEN,81,35,AG2R LA MONDIALE,05h 13' 12'',+ 00h 17' 45'',-,-,2020.0,107.0
82,CONNOR SWIFT,82,88,TEAM ARKEA - SAMSIC,05h 13' 12'',+ 00h 17' 45'',-,-,2020.0,107.0
83,NILS POLITT,83,177,ISRAEL START-UP NATION,05h 13' 12'',+ 00h 17' 45'',-,-,2020.0,107.0
84,DAYER QUINTANA,84,85,TEAM ARKEA - SAMSIC,05h 13' 12'',+ 00h 17' 45'',-,-,2020.0,107.0
85,STEFAN KÜNG,85,54,GROUPAMA - FDJ,05h 13' 12'',+ 00h 17' 45'',-,-,2020.0,107.0
86,NANS PETERS,86,36,AG2R LA MONDIALE,05h 13' 12'',+ 00h 17' 45'',-,-,2020.0,107.0
87,MICHAEL SCHÄR,87,116,CCC TEAM,05h 13' 12'',+ 00h 17' 45'',-,-,2020.0,107.0
88,ROMAN KREUZIGER,88,196,NTT PRO CYCLING TEAM,05h 13' 12'',+ 00h 17' 45'',-,-,2020.0,107.0
89,JOSÉ ROJAS,89,96,MOVISTAR TEAM,05h 13' 12'',+ 00h 17' 45'',-,-,2020.0,107.0
90,SIMON GESCHKE,90,113,CCC TEAM,05h 13' 12'',+ 00h 17' 45'',-,P : 20'',2020.0,107.0
91,QUENTIN PACHER,91,216,B&B HOTELS - VITAL CONCEPT P / B KTM,05h 13' 12'',+ 00h 17' 45'',-,-,2020.0,107.0
92,BENOIT COSNEFROY,92,33,AG2R LA MONDIALE,05h 13' 12'',+ 00h 17' 45'',-,-,2020.0,107.0
93,JONAS KOCH,93,115,CCC TEAM,05h 13' 12'',+ 00h 17' 45'',-,-,2020.0,107.0
94,ANTHONY PEREZ,94,126,COFIDIS,05h 13' 12'',+ 00h 17' 45'',-,-,2020.0,107.0
95,EDWARD THEUNS,95,108,TREK - SEGAFREDO,05h 13' 12'',+ 00h 17' 45'',-,-,2020.0,107.0
96,DAVID GAUDU,96,53,GROUPAMA - FDJ,05h 13' 12'',+ 00h 17' 45'',-,-,2020.0,107.0
97,TIESJ BENOOT,97,201,TEAM SUNWEB,05h 13' 12'',+ 00h 17' 45'',-,-,2020.0,107.0
98,OMAR FRAILE,98,142,ASTANA PRO TEAM,05h 13' 12'',+ 00h 17' 45'',-,-,2020.0,107.0
99,TEJAY VAN GARDEREN,99,78,EF PRO CYCLING,05h 13' 12'',+ 00h 17' 45'',-,-,2020.0,107.0
100,DANIEL MARTIN,100,171,ISRAEL START-UP NATION,05h 13' 12'',+ 00h 17' 45'',-,-,2020.0,107.0
101,AMUND GRØNDAHL JANSEN,101,13,TEAM JUMBO - VISMA,05h 13' 12'',+ 00h 17' 45'',-,-,2020.0,107.0
102,EDVALD BOASSON HAGEN,102,192,NTT PRO CYCLING TEAM,05h 13' 12'',+ 00h 17' 45'',-,-,2020.0,107.0
103,LUKAS PÖSTLBERGER,103,27,BORA - HANSGROHE,05h 13' 12'',+ 00h 17' 45'',-,-,2020.0,107.0
104,TIM DECLERCQ,104,45,DECEUNINCK - QUICK - STEP,05h 13' 12'',+ 00h 17' 45'',-,-,2020.0,107.0
105,DYLAN VAN BAARLE,105,8,INEOS GRENADIERS,05h 13' 12'',+ 00h 17' 45'',-,-,2020.0,107.0
106,DANIEL OSS,106,26,BORA - HANSGROHE,05h 13' 12'',+ 00h 17' 45'',-,-,2020.0,107.0
107,MICHAEL GOGL,107,194,NTT PRO CYCLING TEAM,05h 13' 12'',+ 00h 17' 45'',-,-,2020.0,107.0
108,PETER SAGAN,108,21,BORA - HANSGROHE,05h 13' 12'',+ 00h 17' 45'',-,-,2020.0,107.0
109,TONY MARTIN,109,17,TEAM JUMBO - VISMA,05h 13' 12'',+ 00h 17' 45'',-,-,2020.0,107.0
110,SONNY COLBRELLI,110,64,BAHRAIN - MCLAREN,05h 13' 12'',+ 00h 17' 45'',-,-,2020.0,107.0
111,ALESSANDRO DE MARCHI,111,112,CCC TEAM,05h 13' 12'',+ 00h 17' 45'',-,-,2020.0,107.0
112,JAN HIRT,112,114,CCC TEAM,05h 13' 18'',+ 00h 17' 51'',-,-,2020.0,107.0
113,MICHAEL HUNDAHL VALGREN,113,195,NTT PRO CYCLING TEAM,05h 16' 09'',+ 00h 20' 42'',-,-,2020.0,107.0
114,MATTEO TRENTIN,114,117,CCC TEAM,05h 16' 09'',+ 00h 20' 42'',-,-,2020.0,107.0
115,MATEJ MOHORIC,115,66,BAHRAIN - MCLAREN,05h 16' 09'',+ 00h 20' 42'',-,-,2020.0,107.0
116,DARYL IMPEY,116,165,MITCHELTON - SCOTT,05h 16' 09'',+ 00h 20' 42'',-,-,2020.0,107.0
117,GUY NIV,117,176,ISRAEL START-UP NATION,05h 16' 09'',+ 00h 20' 42'',-,-,2020.0,107.0
118,JENS KEUKELEIRE,118,75,EF PRO CYCLING,05h 16' 09'',+ 00h 20' 42'',-,-,2020.0,107.0
119,KÉVIN LEDANOIS,119,84,TEAM ARKEA - SAMSIC,05h 16' 09'',+ 00h 20' 42'',-,-,2020.0,107.0
120,JACK BAUER,120,162,MITCHELTON - SCOTT,05h 16' 09'',+ 00h 20' 42'',-,-,2020.0,107.0
121,PIERRE LUC PERICHON,121,127,COFIDIS,05h 16' 09'',+ 00h 20' 42'',-,-,2020.0,107.0
122,CHRISTOPHER JUUL JENSEN,122,166,MITCHELTON - SCOTT,05h 16' 09'',+ 00h 20' 42'',-,-,2020.0,107.0
123,TOM VAN ASBROECK,123,178,ISRAEL START-UP NATION,05h 17' 05'',+ 00h 21' 38'',-,-,2020.0,107.0
124,MATTHIEU LADAGNOUS,124,55,GROUPAMA - FDJ,05h 17' 05'',+ 00h 21' 38'',-,-,2020.0,107.0
125,CYRIL BARTHE,125,212,B&B HOTELS - VITAL CONCEPT P / B KTM,05h 17' 05'',+ 00h 21' 38'',-,-,2020.0,107.0
126,JORIS NIEUWENHUIS,126,206,TEAM SUNWEB,05h 17' 05'',+ 00h 21' 38'',-,-,2020.0,107.0
127,IMANOL ERVITI,127,93,MOVISTAR TEAM,05h 17' 05'',+ 00h 21' 38'',-,-,2020.0,107.0
128,HUGO HOULE,128,143,ASTANA PRO TEAM,05h 17' 05'',+ 00h 21' 38'',-,-,2020.0,107.0
129,WOUTER POELS,129,67,BAHRAIN - MCLAREN,05h 21' 14'',+ 00h 25' 47'',-,-,2020.0,107.0
130,PAVEL SIVAKOV,130,7,INEOS GRENADIERS,05h 23' 42'',+ 00h 28' 15'',-,-,2020.0,107.0
131,ELIA VIVIANI,131,128,COFIDIS,05h 23' 42'',+ 00h 28' 15'',-,-,2020.0,107.0
132,JENS DEBUSSCHERE,132,214,B&B HOTELS - VITAL CONCEPT P / B KTM,05h 23' 42'',+ 00h 28' 15'',-,-,2020.0,107.0
133,RÉMI CAVAGNA,133,44,DECEUNINCK - QUICK - STEP,05h 23' 42'',+ 00h 28' 15'',-,-,2020.0,107.0
134,HUGO HOFSTETTER,134,174,ISRAEL START-UP NATION,05h 23' 42'',+ 00h 28' 15'',-,-,2020.0,107.0
135,GEOFFREY SOUPE,135,187,TOTAL DIRECT ENERGIE,05h 23' 42'',+ 00h 28' 15'',-,-,2020.0,107.0
136,VEGARD STAKE LAENGEN,136,136,UAE TEAM EMIRATES,05h 23' 42'',+ 00h 28' 15'',-,-,2020.0,107.0
137,ALEXANDER KRISTOFF,137,135,UAE TEAM EMIRATES,05h 23' 42'',+ 00h 28' 15'',-,-,2020.0,107.0
138,MARCO MARCATO,138,137,UAE TEAM EMIRATES,05h 23' 42'',+ 00h 28' 15'',-,-,2020.0,107.0
139,LUKA MEZGEC,139,167,MITCHELTON - SCOTT,05h 23' 42'',+ 00h 28' 15'',-,-,2020.0,107.0
140,MARCO HALLER,140,65,BAHRAIN - MCLAREN,05h 23' 42'',+ 00h 28' 15'',-,-,2020.0,107.0
141,MAXIME CHEVALIER,141,213,B&B HOTELS - VITAL CONCEPT P / B KTM,05h 23' 42'',+ 00h 28' 15'',-,-,2020.0,107.0
142,ANTHONY TURGIS,142,188,TOTAL DIRECT ENERGIE,05h 23' 42'',+ 00h 28' 15'',-,-,2020.0,107.0
143,LILIAN CALMEJANE,143,183,TOTAL DIRECT ENERGIE,05h 23' 42'',+ 00h 28' 15'',-,-,2020.0,107.0
144,ANDREY AMADOR,144,2,INEOS GRENADIERS,05h 23' 42'',+ 00h 28' 15'',-,-,2020.0,107.0
145,CASPER PHILLIP PEDERSEN,145,207,TEAM SUNWEB,05h 23' 42'',+ 00h 28' 15'',-,-,2020.0,107.0
146,MADS PEDERSEN,146,105,TREK - SEGAFREDO,05h 23' 42'',+ 00h 28' 15'',-,-,2020.0,107.0
147,CHRISTOPHE LAPORTE,147,125,COFIDIS,05h 23' 42'',+ 00h 28' 15'',-,-,2020.0,107.0
148,LUKE ROWE,148,6,INEOS GRENADIERS,05h 23' 42'',+ 00h 28' 15'',-,-,2020.0,107.0
149,MICHAEL MØRKØV,149,48,DECEUNINCK - QUICK - STEP,05h 23' 42'',+ 00h 28' 15'',-,-,2020.0,107.0
150,RYAN GIBBONS,150,193,NTT PRO CYCLING TEAM,05h 24' 22'',+ 00h 28' 55'',-,-,2020.0,107.0
151,GIACOMO NIZZOLO,151,191,NTT PRO CYCLING TEAM,05h 24' 22'',+ 00h 28' 55'',-,-,2020.0,107.0
152,MAXIMILIAN WALSCHEID,152,198,NTT PRO CYCLING TEAM,05h 24' 22'',+ 00h 28' 55'',-,-,2020.0,107.0
153,WILLIAM BONNET,153,52,GROUPAMA - FDJ,05h 24' 22'',+ 00h 28' 55'',-,-,2020.0,107.0
154,SAMUEL BEWLEY,154,163,MITCHELTON - SCOTT,05h 24' 22'',+ 00h 28' 55'',-,-,2020.0,107.0
155,ANDRÉ GREIPEL,155,172,ISRAEL START-UP NATION,05h 24' 22'',+ 00h 28' 55'',-,-,2020.0,107.0
