Rank,Rider,Rank.1,Rider No.,Team,Times,Gap,B,P,year,edition
121,BEN HERMANS,121,173,ISRAEL START-UP NATION,04h 04' 24'',+ 00h 04' 23'',-,-,2020.0,107.0
122,NICOLAS EDET,122,123,COFIDIS,04h 04' 26'',+ 00h 04' 25'',-,-,2020.0,107.0
123,DAVID GAUDU,123,53,GROUPAMA - FDJ,04h 04' 26'',+ 00h 04' 25'',-,-,2020.0,107.0
124,JONATHAN CASTROVIEJO,124,4,INEOS GRENADIERS,04h 04' 26'',+ 00h 04' 25'',-,-,2020.0,107.0
125,ANDREY AMADOR,125,2,INEOS GRENADIERS,04h 04' 26'',+ 00h 04' 25'',-,-,2020.0,107.0
126,PAVEL SIVAKOV,126,7,INEOS GRENADIERS,04h 04' 26'',+ 00h 04' 25'',-,-,2020.0,107.0
127,PIERRE LATOUR,127,34,AG2R LA MONDIALE,04h 04' 26'',+ 00h 04' 25'',-,-,2020.0,107.0
128,MICHAL KWIATKOWSKI,128,5,INEOS GRENADIERS,04h 04' 26'',+ 00h 04' 25'',-,-,2020.0,107.0
129,KENNY ELISSONDE,129,103,TREK - SEGAFREDO,04h 04' 26'',+ 00h 04' 25'',-,-,2020.0,107.0
130,FABIEN GRELLIER,130,185,TOTAL DIRECT ENERGIE,04h 04' 26'',+ 00h 04' 25'',-,-,2020.0,107.0
131,NANS PETERS,131,36,AG2R LA MONDIALE,04h 04' 26'',+ 00h 04' 25'',-,-,2020.0,107.0
132,MAXIME CHEVALIER,132,213,B&B HOTELS - VITAL CONCEPT P / B KTM,04h 04' 26'',+ 00h 04' 25'',-,-,2020.0,107.0
133,DANIEL MARTIN,133,171,ISRAEL START-UP NATION,04h 04' 26'',+ 00h 04' 25'',-,-,2020.0,107.0
134,FREDERIK FRISON,134,156,LOTTO SOUDAL,04h 04' 26'',+ 00h 04' 25'',-,-,2020.0,107.0
135,JAN HIRT,135,114,CCC TEAM,04h 04' 26'',+ 00h 04' 25'',-,-,2020.0,107.0
136,EMANUEL BUCHMANN,136,22,BORA - HANSGROHE,04h 04' 26'',+ 00h 04' 25'',-,-,2020.0,107.0
137,ILNUR ZAKARIN,137,118,CCC TEAM,04h 04' 26'',+ 00h 04' 25'',-,-,2020.0,107.0
138,NICOLAS ROCHE,138,208,TEAM SUNWEB,04h 04' 26'',+ 00h 04' 25'',-,-,2020.0,107.0
139,TEJAY VAN GARDEREN,139,78,EF PRO CYCLING,04h 04' 26'',+ 00h 04' 25'',-,-,2020.0,107.0
140,TIM DECLERCQ,140,45,DECEUNINCK - QUICK - STEP,04h 04' 26'',+ 00h 04' 25'',-,-,2020.0,107.0
141,AMUND GRØNDAHL JANSEN,141,13,TEAM JUMBO - VISMA,04h 04' 26'',+ 00h 04' 25'',-,-,2020.0,107.0
142,WOUTER POELS,142,67,BAHRAIN - MCLAREN,04h 04' 26'',+ 00h 04' 25'',-,-,2020.0,107.0
143,ROBERT GESINK,143,15,TEAM JUMBO - VISMA,04h 04' 26'',+ 00h 04' 25'',-,-,2020.0,107.0
144,JESUS HERRADA,144,124,COFIDIS,04h 04' 26'',+ 00h 04' 25'',-,-,2020.0,107.0
145,JOSÉ ROJAS,145,96,MOVISTAR TEAM,04h 04' 26'',+ 00h 04' 25'',-,-,2020.0,107.0
146,MATTHIEU LADAGNOUS,146,55,GROUPAMA - FDJ,04h 04' 26'',+ 00h 04' 25'',-,-,2020.0,107.0
147,JULIAN ALAPHILIPPE,147,41,DECEUNINCK - QUICK - STEP,04h 04' 26'',+ 00h 04' 25'',-,-,2020.0,107.0
148,ROGER KLUGE,148,158,LOTTO SOUDAL,04h 04' 26'',+ 00h 04' 25'',-,-,2020.0,107.0
149,GEORGE BENNETT,149,12,TEAM JUMBO - VISMA,04h 04' 26'',+ 00h 04' 25'',-,-,2020.0,107.0
150,HUGH JOHN CARTHY,150,73,EF PRO CYCLING,04h 04' 26'',+ 00h 04' 25'',-,-,2020.0,107.0
151,MARCO HALLER,151,65,BAHRAIN - MCLAREN,04h 04' 26'',+ 00h 04' 25'',-,-,2020.0,107.0
152,DAVID DE LA CRUZ,152,133,UAE TEAM EMIRATES,04h 04' 26'',+ 00h 04' 25'',-,-,2020.0,107.0
153,ROMAIN SICARD,153,186,TOTAL DIRECT ENERGIE,04h 04' 26'',+ 00h 04' 25'',-,-,2020.0,107.0
154,JÉRÔME COUSIN,154,184,TOTAL DIRECT ENERGIE,04h 04' 26'',+ 00h 04' 25'',-,-,2020.0,107.0
155,ALESSANDRO DE MARCHI,155,112,CCC TEAM,04h 04' 26'',+ 00h 04' 25'',-,-,2020.0,107.0
156,MICHAEL GOGL,156,194,NTT PRO CYCLING TEAM,04h 06' 17'',+ 00h 06' 16'',-,-,2020.0,107.0
157,MATHIEU BURGAUDEAU,157,182,TOTAL DIRECT ENERGIE,04h 06' 47'',+ 00h 06' 46'',-,-,2020.0,107.0
158,TONY MARTIN,158,17,TEAM JUMBO - VISMA,04h 07' 47'',+ 00h 07' 46'',-,-,2020.0,107.0
159,HAROLD TEJADA,159,148,ASTANA PRO TEAM,04h 07' 47'',+ 00h 07' 46'',-,-,2020.0,107.0
160,BENOIT COSNEFROY,160,33,AG2R LA MONDIALE,04h 07' 47'',+ 00h 07' 46'',-,-,2020.0,107.0
161,ALEXEY LUTSENKO,161,146,ASTANA PRO TEAM,04h 08' 03'',+ 00h 08' 02'',-,-,2020.0,107.0
1,MARC HIRSCHI,1,204,TEAM SUNWEB,05h 08' 49'',-,B : 18'',-,2020.0,107.0
2,PIERRE ROLLAND,2,218,B&B HOTELS - VITAL CONCEPT P / B KTM,05h 09' 36'',+ 00h 00' 47'',B : 6'',-,2020.0,107.0
3,SØREN KRAGH ANDERSEN,3,205,TEAM SUNWEB,05h 09' 41'',+ 00h 00' 52'',B : 4'',-,2020.0,107.0
4,QUENTIN PACHER,4,216,B&B HOTELS - VITAL CONCEPT P / B KTM,05h 09' 41'',+ 00h 00' 52'',-,-,2020.0,107.0
5,JESUS HERRADA,5,124,COFIDIS,05h 09' 41'',+ 00h 00' 52'',-,-,2020.0,107.0
6,MAXIMILIAN SCHACHMANN,6,28,BORA - HANSGROHE,05h 09' 41'',+ 00h 00' 52'',B : 2'',-,2020.0,107.0
7,HUGO HOULE,7,143,ASTANA PRO TEAM,05h 09' 41'',+ 00h 00' 52'',-,-,2020.0,107.0
8,SÉBASTIEN REICHENBACH,8,58,GROUPAMA - FDJ,05h 09' 41'',+ 00h 00' 52'',-,-,2020.0,107.0
9,KENNY ELISSONDE,9,103,TREK - SEGAFREDO,05h 09' 45'',+ 00h 00' 56'',-,-,2020.0,107.0
10,NICOLAS ROCHE,10,208,TEAM SUNWEB,05h 09' 45'',+ 00h 00' 56'',-,-,2020.0,107.0
11,JULIAN ALAPHILIPPE,11,41,DECEUNINCK - QUICK - STEP,05h 10' 37'',+ 00h 01' 48'',-,-,2020.0,107.0
12,MARC SOLER,12,97,MOVISTAR TEAM,05h 10' 54'',+ 00h 02' 05'',B : 5'',-,2020.0,107.0
13,PETER SAGAN,13,21,BORA - HANSGROHE,05h 11' 19'',+ 00h 02' 30'',-,-,2020.0,107.0
14,GREG VAN AVERMAET,14,111,CCC TEAM,05h 11' 19'',+ 00h 02' 30'',-,-,2020.0,107.0
15,JASPER STUYVEN,15,107,TREK - SEGAFREDO,05h 11' 19'',+ 00h 02' 30'',-,-,2020.0,107.0
16,MICHAEL GOGL,16,194,NTT PRO CYCLING TEAM,05h 11' 19'',+ 00h 02' 30'',-,-,2020.0,107.0
17,CYRIL BARTHE,17,212,B&B HOTELS - VITAL CONCEPT P / B KTM,05h 11' 19'',+ 00h 02' 30'',-,-,2020.0,107.0
18,OLIVER NAESEN,18,35,AG2R LA MONDIALE,05h 11' 19'',+ 00h 02' 30'',-,-,2020.0,107.0
19,WOUT VAN AERT,19,18,TEAM JUMBO - VISMA,05h 11' 19'',+ 00h 02' 30'',-,-,2020.0,107.0
20,BAUKE MOLLEMA,20,104,TREK - SEGAFREDO,05h 11' 19'',+ 00h 02' 30'',-,-,2020.0,107.0
21,ADAM YATES,21,161,MITCHELTON - SCOTT,05h 11' 19'',+ 00h 02' 30'',-,-,2020.0,107.0
22,TOM DUMOULIN,22,14,TEAM JUMBO - VISMA,05h 11' 19'',+ 00h 02' 30'',-,-,2020.0,107.0
23,MICHAL KWIATKOWSKI,23,5,INEOS GRENADIERS,05h 11' 19'',+ 00h 02' 30'',-,-,2020.0,107.0
24,PRIMOŽ ROGLIC,24,11,TEAM JUMBO - VISMA,05h 11' 19'',+ 00h 02' 30'',-,-,2020.0,107.0
25,EGAN BERNAL,25,1,INEOS GRENADIERS,05h 11' 19'',+ 00h 02' 30'',-,-,2020.0,107.0
26,TADEJ POGACAR,26,131,UAE TEAM EMIRATES,05h 11' 19'',+ 00h 02' 30'',-,-,2020.0,107.0
27,SEPP KUSS,27,16,TEAM JUMBO - VISMA,05h 11' 19'',+ 00h 02' 30'',-,-,2020.0,107.0
28,VALENTIN MADOUAS,28,56,GROUPAMA - FDJ,05h 11' 19'',+ 00h 02' 30'',-,-,2020.0,107.0
29,SIMONE CONSONNI,29,122,COFIDIS,05h 11' 19'',+ 00h 02' 30'',-,-,2020.0,107.0
30,RIGOBERTO URAN,30,71,EF PRO CYCLING,05h 11' 19'',+ 00h 02' 30'',-,-,2020.0,107.0
31,CYRIL GAUTIER,31,215,B&B HOTELS - VITAL CONCEPT P / B KTM,05h 11' 19'',+ 00h 02' 30'',-,-,2020.0,107.0
32,DAMIANO CARUSO,32,63,BAHRAIN - MCLAREN,05h 11' 19'',+ 00h 02' 30'',-,-,2020.0,107.0
33,ALEJANDRO VALVERDE,33,91,MOVISTAR TEAM,05h 11' 19'',+ 00h 02' 30'',-,-,2020.0,107.0
34,TOM VAN ASBROECK,34,178,ISRAEL START-UP NATION,05h 11' 19'',+ 00h 02' 30'',-,-,2020.0,107.0
35,LUKA MEZGEC,35,167,MITCHELTON - SCOTT,05h 11' 19'',+ 00h 02' 30'',-,-,2020.0,107.0
36,STEFAN KÜNG,36,54,GROUPAMA - FDJ,05h 11' 19'',+ 00h 02' 30'',-,-,2020.0,107.0
37,DARYL IMPEY,37,165,MITCHELTON - SCOTT,05h 11' 19'',+ 00h 02' 30'',-,-,2020.0,107.0
38,MATTEO TRENTIN,38,117,CCC TEAM,05h 11' 19'',+ 00h 02' 30'',-,-,2020.0,107.0
39,MIGUEL ANGEL LOPEZ,39,141,ASTANA PRO TEAM,05h 11' 19'',+ 00h 02' 30'',-,-,2020.0,107.0
40,ENRIC MAS,40,94,MOVISTAR TEAM,05h 11' 19'',+ 00h 02' 30'',-,-,2020.0,107.0
41,RICHIE PORTE,41,101,TREK - SEGAFREDO,05h 11' 19'',+ 00h 02' 30'',-,-,2020.0,107.0
42,PELLO BILBAO,42,62,BAHRAIN - MCLAREN,05h 11' 19'',+ 00h 02' 30'',-,-,2020.0,107.0
43,RICHARD CARAPAZ,43,3,INEOS GRENADIERS,05h 11' 19'',+ 00h 02' 30'',-,-,2020.0,107.0
44,NICOLAS EDET,44,123,COFIDIS,05h 11' 19'',+ 00h 02' 30'',-,-,2020.0,107.0
45,JAN POLANC,45,138,UAE TEAM EMIRATES,05h 11' 19'',+ 00h 02' 30'',-,-,2020.0,107.0
46,GUILLAUME MARTIN,46,121,COFIDIS,05h 11' 19'',+ 00h 02' 30'',-,-,2020.0,107.0
47,NAIRO QUINTANA,47,81,TEAM ARKEA - SAMSIC,05h 11' 19'',+ 00h 02' 30'',-,-,2020.0,107.0
48,ROMAIN BARDET,48,31,AG2R LA MONDIALE,05h 11' 19'',+ 00h 02' 30'',-,-,2020.0,107.0
49,NIKLAS EG,49,102,TREK - SEGAFREDO,05h 11' 19'',+ 00h 02' 30'',-,-,2020.0,107.0
50,ROMAN KREUZIGER,50,196,NTT PRO CYCLING TEAM,05h 11' 19'',+ 00h 02' 30'',-,-,2020.0,107.0
51,ESTEBAN CHAVES,51,164,MITCHELTON - SCOTT,05h 11' 19'',+ 00h 02' 30'',-,-,2020.0,107.0
52,ROMAIN SICARD,52,186,TOTAL DIRECT ENERGIE,05h 11' 19'',+ 00h 02' 30'',-,-,2020.0,107.0
53,NEILSON POWLESS,53,77,EF PRO CYCLING,05h 11' 19'',+ 00h 02' 30'',-,-,2020.0,107.0
54,MIKEL LANDA,54,61,BAHRAIN - MCLAREN,05h 11' 19'',+ 00h 02' 30'',-,-,2020.0,107.0
55,TIESJ BENOOT,55,201,TEAM SUNWEB,05h 11' 19'',+ 00h 02' 30'',-,-,2020.0,107.0
56,ANDREY AMADOR,56,2,INEOS GRENADIERS,05h 11' 19'',+ 00h 02' 30'',-,-,2020.0,107.0
57,GORKA IZAGUIRRE INSAUSTI,57,144,ASTANA PRO TEAM,05h 11' 19'',+ 00h 02' 30'',-,-,2020.0,107.0
58,THIBAUT PINOT,58,51,GROUPAMA - FDJ,05h 11' 19'',+ 00h 02' 30'',-,-,2020.0,107.0
59,JENS KEUKELEIRE,59,75,EF PRO CYCLING,05h 11' 19'',+ 00h 02' 30'',-,-,2020.0,107.0
60,DAVID GAUDU,60,53,GROUPAMA - FDJ,05h 11' 19'',+ 00h 02' 30'',-,-,2020.0,107.0
61,MIKEL NIEVE,61,168,MITCHELTON - SCOTT,05h 11' 19'',+ 00h 02' 30'',-,-,2020.0,107.0
62,OMAR FRAILE,62,142,ASTANA PRO TEAM,05h 11' 19'',+ 00h 02' 30'',-,-,2020.0,107.0
63,CARLOS VERONA,63,98,MOVISTAR TEAM,05h 11' 19'',+ 00h 02' 30'',-,-,2020.0,107.0
64,MIKAEL CHEREL,64,32,AG2R LA MONDIALE,05h 11' 19'',+ 00h 02' 30'',-,-,2020.0,107.0
65,RUDY MOLARD,65,57,GROUPAMA - FDJ,05h 11' 19'',+ 00h 02' 30'',-,-,2020.0,107.0
66,THOMAS DE GENDT,66,154,LOTTO SOUDAL,05h 11' 19'',+ 00h 02' 30'',-,-,2020.0,107.0
67,WARREN BARGUIL,67,83,TEAM ARKEA - SAMSIC,05h 11' 19'',+ 00h 02' 30'',-,-,2020.0,107.0
68,ROBERT GESINK,68,15,TEAM JUMBO - VISMA,05h 11' 19'',+ 00h 02' 30'',-,-,2020.0,107.0
69,ALEXEY LUTSENKO,69,146,ASTANA PRO TEAM,05h 11' 19'',+ 00h 02' 30'',-,-,2020.0,107.0
70,WINNER ANACONA,70,82,TEAM ARKEA - SAMSIC,05h 11' 19'',+ 00h 02' 30'',-,-,2020.0,107.0
71,DANIEL MARTIN,71,171,ISRAEL START-UP NATION,05h 11' 38'',+ 00h 02' 49'',-,-,2020.0,107.0
72,GEORGE BENNETT,72,12,TEAM JUMBO - VISMA,05h 11' 42'',+ 00h 02' 53'',-,-,2020.0,107.0
73,DAVID DE LA CRUZ,73,133,UAE TEAM EMIRATES,05h 12' 09'',+ 00h 03' 20'',-,-,2020.0,107.0
74,LENNARD KÄMNA,74,24,BORA - HANSGROHE,05h 12' 11'',+ 00h 03' 22'',-,-,2020.0,107.0
75,JONATHAN CASTROVIEJO,75,4,INEOS GRENADIERS,05h 12' 32'',+ 00h 03' 43'',-,-,2020.0,107.0
76,PIERRE LUC PERICHON,76,127,COFIDIS,05h 12' 39'',+ 00h 03' 50'',-,-,2020.0,107.0
77,PAVEL SIVAKOV,77,7,INEOS GRENADIERS,05h 14' 54'',+ 00h 06' 05'',-,-,2020.0,107.0
78,JACK BAUER,78,162,MITCHELTON - SCOTT,05h 17' 39'',+ 00h 08' 50'',-,-,2020.0,107.0
79,DRIES DEVENYNS,79,46,DECEUNINCK - QUICK - STEP,05h 17' 39'',+ 00h 08' 50'',-,-,2020.0,107.0
80,ALESSANDRO DE MARCHI,80,112,CCC TEAM,05h 17' 39'',+ 00h 08' 50'',-,-,2020.0,107.0
81,CHRISTOPHER JUUL JENSEN,81,166,MITCHELTON - SCOTT,05h 17' 39'',+ 00h 08' 50'',-,-,2020.0,107.0
82,SERGIO ANDRES HIGUITA,82,74,EF PRO CYCLING,05h 18' 26'',+ 00h 09' 37'',-,-,2020.0,107.0
83,NIKIAS ARNDT,83,202,TEAM SUNWEB,05h 18' 26'',+ 00h 09' 37'',-,-,2020.0,107.0
84,MICHAEL HUNDAHL VALGREN,84,195,NTT PRO CYCLING TEAM,05h 19' 58'',+ 00h 11' 09'',-,-,2020.0,107.0
85,BEN HERMANS,85,173,ISRAEL START-UP NATION,05h 21' 47'',+ 00h 12' 58'',-,-,2020.0,107.0
86,BOB JUNGELS,86,47,DECEUNINCK - QUICK - STEP,05h 21' 47'',+ 00h 12' 58'',-,-,2020.0,107.0
87,WOUTER POELS,87,67,BAHRAIN - MCLAREN,05h 22' 27'',+ 00h 13' 38'',-,-,2020.0,107.0
88,MATEJ MOHORIC,88,66,BAHRAIN - MCLAREN,05h 22' 27'',+ 00h 13' 38'',-,-,2020.0,107.0
89,FABIEN GRELLIER,89,185,TOTAL DIRECT ENERGIE,05h 22' 27'',+ 00h 13' 38'',-,-,2020.0,107.0
90,VEGARD STAKE LAENGEN,90,136,UAE TEAM EMIRATES,05h 22' 27'',+ 00h 13' 38'',-,-,2020.0,107.0
91,TIM DECLERCQ,91,45,DECEUNINCK - QUICK - STEP,05h 22' 27'',+ 00h 13' 38'',-,-,2020.0,107.0
92,MICHAEL SCHÄR,92,116,CCC TEAM,05h 22' 27'',+ 00h 13' 38'',-,-,2020.0,107.0
93,DAYER QUINTANA,93,85,TEAM ARKEA - SAMSIC,05h 22' 27'',+ 00h 13' 38'',-,-,2020.0,107.0
94,EDVALD BOASSON HAGEN,94,192,NTT PRO CYCLING TEAM,05h 22' 27'',+ 00h 13' 38'',-,-,2020.0,107.0
95,DARIO CATALDO,95,92,MOVISTAR TEAM,05h 22' 27'',+ 00h 13' 38'',-,-,2020.0,107.0
96,IMANOL ERVITI,96,93,MOVISTAR TEAM,05h 22' 27'',+ 00h 13' 38'',-,-,2020.0,107.0
97,RYAN GIBBONS,97,193,NTT PRO CYCLING TEAM,05h 22' 27'',+ 00h 13' 38'',-,-,2020.0,107.0
98,JORIS NIEUWENHUIS,98,206,TEAM SUNWEB,05h 22' 27'',+ 00h 13' 38'',-,-,2020.0,107.0
99,NANS PETERS,99,36,AG2R LA MONDIALE,05h 22' 27'',+ 00h 13' 38'',-,-,2020.0,107.0
100,JONAS KOCH,100,115,CCC TEAM,05h 22' 27'',+ 00h 13' 38'',-,-,2020.0,107.0
101,EMANUEL BUCHMANN,101,22,BORA - HANSGROHE,05h 22' 27'',+ 00h 13' 38'',-,-,2020.0,107.0
102,JOSÉ ROJAS,102,96,MOVISTAR TEAM,05h 22' 27'',+ 00h 13' 38'',-,-,2020.0,107.0
103,TEJAY VAN GARDEREN,103,78,EF PRO CYCLING,05h 22' 27'',+ 00h 13' 38'',-,-,2020.0,107.0
104,NELSON OLIVEIRA,104,95,MOVISTAR TEAM,05h 22' 27'',+ 00h 13' 38'',-,-,2020.0,107.0
105,DANIEL FELIPE MARTINEZ,105,76,EF PRO CYCLING,05h 22' 27'',+ 00h 13' 38'',-,-,2020.0,107.0
106,JAN HIRT,106,114,CCC TEAM,05h 22' 27'',+ 00h 13' 38'',-,-,2020.0,107.0
107,CHRISTOPHE LAPORTE,107,125,COFIDIS,05h 22' 32'',+ 00h 13' 43'',-,-,2020.0,107.0
108,SONNY COLBRELLI,108,64,BAHRAIN - MCLAREN,05h 25' 03'',+ 00h 16' 14'',-,-,2020.0,107.0
109,MARCO MARCATO,109,137,UAE TEAM EMIRATES,05h 25' 03'',+ 00h 16' 14'',-,-,2020.0,107.0
110,ANTHONY TURGIS,110,188,TOTAL DIRECT ENERGIE,05h 25' 03'',+ 00h 16' 14'',-,-,2020.0,107.0
111,GEOFFREY SOUPE,111,187,TOTAL DIRECT ENERGIE,05h 25' 03'',+ 00h 16' 14'',-,-,2020.0,107.0
112,KASPER ASGREEN,112,42,DECEUNINCK - QUICK - STEP,05h 25' 03'',+ 00h 16' 14'',-,-,2020.0,107.0
113,CLÉMENT VENTURINI,113,37,AG2R LA MONDIALE,05h 25' 03'',+ 00h 16' 14'',-,-,2020.0,107.0
114,DYLAN VAN BAARLE,114,8,INEOS GRENADIERS,05h 25' 03'',+ 00h 16' 14'',-,-,2020.0,107.0
115,MATTHIEU LADAGNOUS,115,55,GROUPAMA - FDJ,05h 25' 03'',+ 00h 16' 14'',-,-,2020.0,107.0
116,JASPER DE BUYST,116,153,LOTTO SOUDAL,05h 25' 03'',+ 00h 16' 14'',-,-,2020.0,107.0
117,KRISTS NEILANDS,117,175,ISRAEL START-UP NATION,05h 25' 38'',+ 00h 16' 49'',-,-,2020.0,107.0
118,CLÉMENT RUSSO,118,87,TEAM ARKEA - SAMSIC,05h 28' 46'',+ 00h 19' 57'',-,-,2020.0,107.0
119,KÉVIN LEDANOIS,119,84,TEAM ARKEA - SAMSIC,05h 28' 46'',+ 00h 19' 57'',-,-,2020.0,107.0
120,CONNOR SWIFT,120,88,TEAM ARKEA - SAMSIC,05h 28' 46'',+ 00h 19' 57'',-,-,2020.0,107.0
121,TONY MARTIN,121,17,TEAM JUMBO - VISMA,05h 28' 46'',+ 00h 19' 57'',-,-,2020.0,107.0
122,MARCO HALLER,122,65,BAHRAIN - MCLAREN,05h 28' 46'',+ 00h 19' 57'',-,-,2020.0,107.0
123,ALEXANDER KRISTOFF,123,135,UAE TEAM EMIRATES,05h 28' 46'',+ 00h 19' 57'',-,-,2020.0,107.0
124,BRYAN COQUARD,124,211,B&B HOTELS - VITAL CONCEPT P / B KTM,05h 28' 46'',+ 00h 19' 57'',-,-,2020.0,107.0
125,JENS DEBUSSCHERE,125,214,B&B HOTELS - VITAL CONCEPT P / B KTM,05h 28' 46'',+ 00h 19' 57'',-,-,2020.0,107.0
126,MAXIME CHEVALIER,126,213,B&B HOTELS - VITAL CONCEPT P / B KTM,05h 28' 46'',+ 00h 19' 57'',-,-,2020.0,107.0
127,KÉVIN REZA,127,217,B&B HOTELS - VITAL CONCEPT P / B KTM,05h 28' 46'',+ 00h 19' 57'',-,-,2020.0,107.0
128,NICCOLÒ BONIFAZIO,128,181,TOTAL DIRECT ENERGIE,05h 28' 46'',+ 00h 19' 57'',-,-,2020.0,107.0
129,MAXIMILIAN WALSCHEID,129,198,NTT PRO CYCLING TEAM,05h 28' 46'',+ 00h 19' 57'',-,-,2020.0,107.0
130,CASPER PHILLIP PEDERSEN,130,207,TEAM SUNWEB,05h 28' 46'',+ 00h 19' 57'',-,-,2020.0,107.0
131,MATHIEU BURGAUDEAU,131,182,TOTAL DIRECT ENERGIE,05h 28' 46'',+ 00h 19' 57'',-,-,2020.0,107.0
132,HUGO HOFSTETTER,132,174,ISRAEL START-UP NATION,05h 28' 46'',+ 00h 19' 57'',-,-,2020.0,107.0
133,BENOIT COSNEFROY,133,33,AG2R LA MONDIALE,05h 28' 46'',+ 00h 19' 57'',-,-,2020.0,107.0
134,FELIX GROSSSCHARTNER,134,23,BORA - HANSGROHE,05h 28' 46'',+ 00h 19' 57'',-,-,2020.0,107.0
135,ALBERTO BETTIOL,135,72,EF PRO CYCLING,05h 28' 46'',+ 00h 19' 57'',-,-,2020.0,107.0
136,HAROLD TEJADA,136,148,ASTANA PRO TEAM,05h 28' 46'',+ 00h 19' 57'',-,-,2020.0,107.0
137,AMUND GRØNDAHL JANSEN,137,13,TEAM JUMBO - VISMA,05h 28' 46'',+ 00h 19' 57'',-,-,2020.0,107.0
138,EDWARD THEUNS,138,108,TREK - SEGAFREDO,05h 28' 46'',+ 00h 19' 57'',-,-,2020.0,107.0
139,LUIS LEÓN SANCHEZ,139,147,ASTANA PRO TEAM,05h 34' 35'',+ 00h 25' 46'',-,-,2020.0,107.0
140,HUGH JOHN CARTHY,140,73,EF PRO CYCLING,05h 34' 35'',+ 00h 25' 46'',-,-,2020.0,107.0
141,MICHAEL MØRKØV,141,48,DECEUNINCK - QUICK - STEP,05h 35' 14'',+ 00h 26' 25'',-,-,2020.0,107.0
142,MADS PEDERSEN,142,105,TREK - SEGAFREDO,05h 35' 14'',+ 00h 26' 25'',-,-,2020.0,107.0
143,ROGER KLUGE,143,158,LOTTO SOUDAL,05h 35' 14'',+ 00h 26' 25'',-,-,2020.0,107.0
144,NILS POLITT,144,177,ISRAEL START-UP NATION,05h 35' 14'',+ 00h 26' 25'',-,-,2020.0,107.0
145,FREDERIK FRISON,145,156,LOTTO SOUDAL,05h 35' 14'',+ 00h 26' 25'',-,-,2020.0,107.0
146,CEES BOL,146,203,TEAM SUNWEB,05h 35' 14'',+ 00h 26' 25'',-,-,2020.0,107.0
147,ALEXIS VUILLERMOZ,147,38,AG2R LA MONDIALE,05h 35' 14'',+ 00h 26' 25'',-,-,2020.0,107.0
148,PIERRE LATOUR,148,34,AG2R LA MONDIALE,05h 35' 14'',+ 00h 26' 25'',-,-,2020.0,107.0
149,ELIA VIVIANI,149,128,COFIDIS,05h 35' 14'',+ 00h 26' 25'',-,-,2020.0,107.0
150,DANIEL OSS,150,26,BORA - HANSGROHE,05h 35' 14'',+ 00h 26' 25'',-,-,2020.0,107.0
151,RÉMI CAVAGNA,151,44,DECEUNINCK - QUICK - STEP,05h 35' 14'',+ 00h 26' 25'',-,-,2020.0,107.0
152,CALEB EWAN,152,151,LOTTO SOUDAL,05h 35' 14'',+ 00h 26' 25'',-,-,2020.0,107.0
153,LUKE ROWE,153,6,INEOS GRENADIERS,05h 35' 14'',+ 00h 26' 25'',-,-,2020.0,107.0
154,GUY NIV,154,176,ISRAEL START-UP NATION,05h 35' 14'',+ 00h 26' 25'',-,-,2020.0,107.0
155,SIMON GESCHKE,155,113,CCC TEAM,05h 35' 14'',+ 00h 26' 25'',-,-,2020.0,107.0
156,ANDRÉ GREIPEL,156,172,ISRAEL START-UP NATION,05h 35' 14'',+ 00h 26' 25'',-,-,2020.0,107.0
157,JÉRÔME COUSIN,157,184,TOTAL DIRECT ENERGIE,05h 35' 14'',+ 00h 26' 25'',-,-,2020.0,107.0
158,TOMS SKUJINS,158,106,TREK - SEGAFREDO,05h 35' 14'',+ 00h 26' 25'',-,-,2020.0,107.0
159,LUKAS PÖSTLBERGER,159,27,BORA - HANSGROHE,05h 35' 14'',+ 00h 26' 25'',-,-,2020.0,107.0
160,SAM BENNETT,160,43,DECEUNINCK - QUICK - STEP,05h 35' 14'',+ 00h 26' 25'',-,-,2020.0,107.0
1,DANIEL FELIPE MARTINEZ,1,76,EF PRO CYCLING,05h 01' 47'',-,B : 15'',-,2020.0,107.0
2,LENNARD KÄMNA,2,24,BORA - HANSGROHE,05h 01' 51'',+ 00h 00' 04'',B : 8'',-,2020.0,107.0
3,MAXIMILIAN SCHACHMANN,3,28,BORA - HANSGROHE,05h 02' 38'',+ 00h 00' 51'',B : 12'',-,2020.0,107.0
4,VALENTIN MADOUAS,4,56,GROUPAMA - FDJ,05h 03' 20'',+ 00h 01' 33'',-,-,2020.0,107.0
5,PIERRE ROLLAND,5,218,B&B HOTELS - VITAL CONCEPT P / B KTM,05h 03' 29'',+ 00h 01' 42'',-,-,2020.0,107.0
6,NICOLAS EDET,6,123,COFIDIS,05h 03' 40'',+ 00h 01' 53'',-,-,2020.0,107.0
7,SIMON GESCHKE,7,113,CCC TEAM,05h 04' 22'',+ 00h 02' 35'',-,-,2020.0,107.0
8,MARC SOLER,8,97,MOVISTAR TEAM,05h 04' 30'',+ 00h 02' 43'',-,-,2020.0,107.0
9,HUGH JOHN CARTHY,9,73,EF PRO CYCLING,05h 05' 05'',+ 00h 03' 18'',-,-,2020.0,107.0
10,DAVID DE LA CRUZ,10,133,UAE TEAM EMIRATES,05h 05' 39'',+ 00h 03' 52'',-,-,2020.0,107.0
